scored	WPSize	time	distnace	score
1	6	2.86	0.8665622	0.02941176

1	6	2.548	3.303024	0.05882353

1	6	2.576	0.8689321	0.0882353

1	6	2.616	3.748319	0.1176471

1	6	3.392	2.373165	0.1470588

1	6	2.592001	3.032095	0.1764706

1	6	3.487999	2.388148	0.2058824

1	6	2.556	1.625116	0.2352941

1	6	2.648001	4.520818	0.2647059

1	6	2.556	4.583959	0.2941177

1	6	2.552	1.868533	0.3235294

1	6	2.587999	2.133682	0.3529412

1	6	3.492001	0.8813071	0.3823529

1	6	2.560001	2.247808	0.4117647

1	6	3.523998	0.2566116	0.4411765

1	6	2.576	2.114105	0.4705882

1	6	2.636002	1.723425	0.5

1	6	2.571999	0.8070254	0.5294118

1	6	3.616001	0.8838745	0.5588236

1	6	2.560001	1.8385	0.5882354

1	6	2.607998	3.489254	0.6176472

1	6	2.544003	4.265848	0.647059

1	6	2.559998	2.461537	0.6764708

1	6	2.580002	4.843272	0.7058825

1	6	3.332001	1.378386	0.7352943

1	6	2.584	2.753288	0.7647061

1	6	3.503998	1.907357	0.7941179

1	6	2.568001	0.8064629	0.8235297

1	6	2.620003	4.180297	0.8529415

1	6	2.556	4.031072	0.8823533

1	6	2.547997	2.932096	0.9117651

1	6	2.568001	3.503473	0.9411769

1	6	3.452003	0.6013106	0.9705887

1	6	2.543999	1.431818	1

