scored	WPSize	time	distnace	score
1	6	2.86	0.8430207	0.02941176

1	6	2.548	3.539439	0.05882353

1	6	2.584	0.930531	0.0882353

1	6	2.559999	4.141691	0.1176471

1	6	3.440001	3.156626	0.1470588

1	6	2.656	4.67568	0.1764706

1	6	3.348	3.536675	0.2058824

1	6	2.568001	2.799682	0.2352941

1	6	2.615999	5.206813	0.2647059

1	6	2.620001	4.07748	0.2941177

1	6	3.416	1.736483	0.3235294

1	6	2.556002	0.8192234	0.3529412

1	6	2.607998	5.193651	0.3823529

1	6	2.591999	3.354627	0.4117647

1	6	3.5	0.9255055	0.4411765

1	6	2.556004	3.571619	0.4705882

1	6	2.567997	1.042047	0.5

1	6	2.584003	3.099289	0.5294118

1	6	3.455997	1.655832	0.5588236

1	6	2.556	4.250124	0.5882354

1	6	2.560001	0.9589959	0.6176472

1	6	2.552002	1.43389	0.647059

1	6	2.632	4.636538	0.6764708

1	6	2.556	5.110307	0.7058825

1	6	3.5	4.644987	0.7352943

1	6	2.563995	4.02799	0.7647061

1	6	3.564003	2.040668	0.7941179

1	6	2.559998	3.743035	0.8235297

1	6	3.508003	2.836557	0.8529415

1	6	2.559998	0.6602349	0.8823533

1	6	2.616005	5.25654	0.9117651

1	6	2.568001	4.503139	0.9411769

1	6	2.559998	0.8796046	0.9705887

1	6	2.543999	0.6479517	1

