scored	WPSize	time	distnace	score
0	0.3	2.868	0.5481616	0

1	0.3	2.568	0.2626163	0.02941176

0	0.3	2.688	0.7310821	0.02941176

1	0.3	2.692	0.214667	0.05882353

0	0.3	4.584	0.4268403	0.05882353

0	0.3	2.668	0.685325	0.05882353

1	0.3	3.823999	0.08602434	0.0882353

0	0.3	2.568001	0.3882156	0.0882353

0	0.3	2.776001	0.6434461	0.0882353

1	0.3	2.576	0.2362171	0.1176471

0	0.3	2.592001	7.842029	0.1176471

1	0.3	2.607998	0.1654834	0.1470588

1	0.3	3.888	0.2241457	0.1764706

0	0.3	2.604	0.4864837	0.1764706

1	0.3	3.82	0.2523169	0.2058824

1	0.3	2.592003	0.2115469	0.2352941

0	0.3	2.764	0.8303137	0.2352941

0	0.3	2.703999	7.357205	0.2352941

0	0.3	3.195999	0.3446094	0.2352941

1	0.3	2.552002	0.2908117	0.2647059

1	0.3	2.756001	0.09876747	0.2941177

1	0.3	2.572002	0.2185351	0.3235294

0	0.3	2.655998	6.393317	0.3235294

1	0.3	2.587997	0.1344085	0.3529412

0	0.3	3.848	0.5250983	0.3529412

0	0.3	2.571999	1.393982	0.3529412

0	0.3	3.940002	1.665077	0.3529412

0	0.3	2.624001	0.4770589	0.3529412

0	0.3	2.792	0.3156912	0.3529412

0	0.3	2.604004	0.8179221	0.3529412

0	0.3	2.647995	6.087388	0.3529412

0	0.3	2.596001	0.4075281	0.3529412

0	0.3	4.372002	0.8283936	0.3529412

1	0.3	2.571999	0.1212808	0.3823529

