scored	WPSize	time	distnace	score
1	0.3	2.872	0.1105933	0.02941176

1	0.3	2.544	0.1915394	0.05882353

1	0.3	2.644	0.09238415	0.0882353

0	0.3	2.556	0.371552	0.0882353

0	0.3	4.024	2.23382	0.0882353

1	0.3	2.56	0.07825982	0.1176471

0	0.3	3.92	1.25459	0.1176471

1	0.3	2.556	0.2817332	0.1470588

0	0.3	2.752001	0.4298906	0.1470588

1	0.3	2.556	0.1500887	0.1764706

1	0.3	2.66	0.1063511	0.2058824

1	0.3	2.560001	0.2973939	0.2352941

1	0.3	3.899998	0.049381	0.2647059

1	0.3	2.564003	0.2224169	0.2941177

1	0.3	4.216	0.1484719	0.3235294

0	0.3	2.596001	0.6738191	0.3235294

0	0.3	2.759998	0.443928	0.3235294

1	0.3	2.636002	0.1129171	0.3529412

1	0.3	3.736	0.1737728	0.3823529

1	0.3	2.556	0.181712	0.4117647

1	0.3	2.736	0.1915083	0.4411765

1	0.3	2.560001	0.1485801	0.4705882

1	0.3	2.647995	0.1825974	0.5

1	0.3	2.560005	0.2164938	0.5294118

1	0.3	3.755997	0.122271	0.5588236

1	0.3	2.571999	0.09290419	0.5882354

0	0.3	3.952003	0.6482401	0.5882354

1	0.3	2.580002	0.2543084	0.6176472

1	0.3	2.767998	0.1125666	0.647059

1	0.3	2.564003	0.1830664	0.6764708

1	0.3	2.643997	0.2606041	0.7058825

1	0.3	2.552002	0.1115232	0.7352943

0	0.3	3.804001	0.386109	0.7352943

0	0.3	2.615997	0.5154166	0.7352943

