scored	WPSize	time	distnace	score
0	0.3	2.872	0.3509628	0

0	0.3	2.564	0.3003789	0

1	0.3	3.816	0.2718983	0.02941176

1	0.3	2.587999	0.1312198	0.05882353

0	0.3	2.888	1.127197	0.05882353

1	0.3	2.616001	0.2366173	0.0882353

0	0.3	2.675999	0.8770112	0.0882353

0	0.3	2.560001	0.4728794	0.0882353

0	0.3	3.688	2.206961	0.0882353

1	0.3	2.587999	0.2607223	0.1176471

1	0.3	3.640001	0.286111	0.1470588

0	0.3	2.551998	0.3919125	0.1470588

0	0.3	4.244003	1.521858	0.1470588

0	0.3	2.556	0.3971165	0.1470588

1	0.3	2.743999	0.2841552	0.1764706

1	0.3	2.619999	0.2171408	0.2058824

1	0.3	2.644001	0.2460026	0.2352941

0	0.3	2.563999	0.3387767	0.2352941

1	0.3	2.644001	0.002987432	0.2647059

0	0.3	2.543999	0.4150074	0.2647059

1	0.3	2.743999	0.2468546	0.2941177

1	0.3	2.588001	0.1606406	0.3235294

0	0.3	4.099998	0.7619908	0.3235294

1	0.3	2.580002	0.08784767	0.3529412

1	0.3	4.256004	0.1473526	0.3823529

0	0.3	2.563995	0.3451642	0.3823529

0	0.3	2.772003	0.5571324	0.3823529

0	0.3	2.571999	0.3199503	0.3823529

1	0.3	2.683998	0.1418626	0.4117647

0	0.3	2.560005	0.425593	0.4117647

0	0.3	4.163994	0.5117041	0.4117647

0	0.3	2.780006	12.53635	0.4117647

0	0.3	2.959999	0.5022891	0.4117647

0	0.3	2.751999	0.3591017	0.4117647

