scored	WPSize	time	distnace	score
1	6	2.88	3.105133	0.02941176

0	6	2.656	7.257688	0.02941176

1	6	3.204	3.075906	0.05882353

1	6	2.587999	5.362778	0.0882353

1	6	2.612	2.198855	0.1176471

1	6	2.556	3.252119	0.1470588

1	6	2.572001	5.643721	0.1764706

1	6	2.736	3.931768	0.2058824

1	6	3.396	2.160419	0.2352941

1	6	2.624001	4.987347	0.2647059

1	6	3.348	2.415593	0.2941177

1	6	2.580002	4.065072	0.3235294

1	6	3.431999	3.681791	0.3529412

1	6	2.568001	5.87796	0.3823529

1	6	2.599998	0.496778	0.4117647

1	6	2.556	0.794224	0.4411765

1	6	2.572002	3.587698	0.4705882

1	6	2.559998	1.507419	0.5

1	6	2.572002	4.036512	0.5294118

1	6	2.559998	3.886646	0.5588236

1	6	2.616001	1.035741	0.5882354

1	6	2.628002	4.62132	0.6176472

1	6	3.375999	3.626269	0.647059

1	6	2.572002	4.815899	0.6764708

1	6	3.367996	4.416301	0.7058825

1	6	2.559998	5.418173	0.7352943

1	6	2.596001	2.768409	0.7647061

1	6	2.584	2.009061	0.7941179

1	6	2.560005	5.559398	0.8235297

1	6	2.571999	3.596686	0.8529415

1	6	3.552002	2.352978	0.8823533

0	6	2.643997	6.144448	0.8823533

1	6	3.292	5.154608	0.9117651

1	6	2.548004	3.635175	0.9411769

