0	BASELINE	-852.2344	381	481.0992
0	BASELINE	-863.9563	381	453.4841
4	LEFT	-848.0631	381	414.147
0	BASELINE	-836.825	381	386.3315
3	RIGHT	-853.4023	381	347.2777
0	BASELINE	-865.1242	381	319.6626
1	UP	-876.8461	391	292.0475
0	BASELINE	-888.5681	391	264.4323
2	DOWN	-900.29	381	236.8172
0	BASELINE	-912.0119	381	209.202
3	RIGHT	-951.349	381	193.3088
0	BASELINE	-979.1646	381	182.0706
4	LEFT	-995.7419	381	143.0169
0	BASELINE	-1007.464	381	115.4018
1	UP	-1019.186	391	87.78665
0	BASELINE	-1030.908	391	60.17151
2	DOWN	-1042.63	381	32.55637
0	BASELINE	-1054.352	381	4.941223
2	DOWN	-1066.073	371	-22.67392
0	BASELINE	-1077.795	371	-50.28906
3	RIGHT	-1117.132	371	-66.18226
0	BASELINE	-1144.948	371	-77.42044
4	LEFT	-1161.525	371	-116.4741
0	BASELINE	-1173.247	371	-144.0893
1	UP	-1184.969	381	-171.7044
0	BASELINE	-1196.691	381	-199.3196
2	DOWN	-1208.413	371	-226.9347
0	BASELINE	-1220.135	371	-254.5499
3	RIGHT	-1259.472	371	-270.4431
0	BASELINE	-1287.288	371	-281.6812
4	LEFT	-1303.865	371	-320.735
0	BASELINE	-1315.587	371	-348.3501
1	UP	-1327.309	381	-375.9652
0	BASELINE	-1339.031	381	-403.5804
2	DOWN	-1350.753	371	-431.1955
0	BASELINE	-1362.475	371	-458.8107
1	UP	-1374.197	381	-486.4258
0	BASELINE	-1385.918	381	-514.041
3	RIGHT	-1425.255	381	-529.9341
0	BASELINE	-1453.071	381	-541.1723
4	LEFT	-1469.648	381	-580.226
0	BASELINE	-1481.37	381	-607.8412
