scored	WPSize	time	distnace	score
0	0.3	2.86	0.3127482	0

1	0.3	2.548	0.2021206	0.02941176

0	0.3	2.76	0.5859281	0.02941176

1	0.3	2.564	0.2701361	0.05882353

1	0.3	2.644	0.1982009	0.0882353

1	0.3	2.612	0.2156788	0.1176471

1	0.3	3.856001	0.2225364	0.1470588

0	0.3	2.559999	0.4681001	0.1470588

0	0.3	3.884001	0.3520507	0.1470588

1	0.3	2.547998	0.1435688	0.1764706

1	0.3	3.788	0.1277617	0.2058824

1	0.3	2.552002	0.1642059	0.2352941

1	0.3	3.716	0.1231706	0.2647059

1	0.3	2.548	0.2165743	0.2941177

1	0.3	2.736	0.02001909	0.3235294

1	0.3	2.548	0.1784969	0.3529412

0	0.3	2.639999	0.3124687	0.3529412

1	0.3	2.624001	0.09758455	0.3823529

1	0.3	3.796001	0.2492258	0.4117647

1	0.3	2.548	0.2754875	0.4411765

1	0.3	2.767998	0.1342852	0.4705882

1	0.3	2.591999	0.1926573	0.5

0	0.3	2.639999	0.3186834	0.5

1	0.3	2.588005	0.1366476	0.5294118

1	0.3	3.951996	0.1157103	0.5588236

1	0.3	2.571999	0.2222308	0.5882354

1	0.3	2.648003	0.1710189	0.6176472

0	0.3	2.587997	0.3922988	0.6176472

1	0.3	3.932007	0.1441355	0.647059

1	0.3	2.556	0.1042453	0.6764708

1	0.3	2.723999	0.2810721	0.7058825

1	0.3	2.559998	0.1748804	0.7352943

1	0.3	3.695999	0.2187966	0.7647061

1	0.3	2.552002	0.2430069	0.7941179

