scored	WPSize	time	distnace	score
1	0.3	2.868	0.1018545	0.02941176

1	0.3	2.552	0.2141629	0.05882353

0	0.3	2.58	6.216861	0.05882353

1	0.3	2.576	0.1446395	0.0882353

1	0.3	3.884001	0.2124698	0.1176471

1	0.3	2.548	0.2970234	0.1470588

0	0.3	3.771999	0.4002922	0.1470588

1	0.3	2.560001	0.03973839	0.1764706

0	0.3	2.727999	0.7158527	0.1764706

1	0.3	2.556	0.2892791	0.2058824

1	0.3	3.804001	0.2682703	0.2352941

1	0.3	2.563999	0.1447519	0.2647059

0	0.3	2.728001	0.6367517	0.2647059

0	0.3	2.560001	0.4361028	0.2647059

0	0.3	3.807999	0.3891752	0.2647059

1	0.3	2.572002	0.2237679	0.2941177

0	0.3	2.639999	0.8704776	0.2941177

1	0.3	2.571999	0.2127961	0.3235294

0	0.3	3.804001	0.3622085	0.3235294

1	0.3	2.560001	0.09222329	0.3529412

0	0.3	2.643997	0.3217923	0.3529412

1	0.3	2.584003	0.1253901	0.3823529

0	0.3	2.715996	0.6032852	0.3823529

0	0.3	2.592003	0.390584	0.3823529

0	0.3	3.648003	0.5023862	0.3823529

1	0.3	2.551994	0.1394949	0.4117647

1	0.3	3.776001	0.2064393	0.4411765

0	0.3	2.552002	0.3413177	0.4411765

0	0.3	3.828003	0.3067421	0.4411765

0	0.3	2.559998	0.3839729	0.4411765

1	0.3	2.751999	0.09932056	0.4705882

1	0.3	2.571999	0.1744694	0.5

0	0.3	2.732002	1.547185	0.5

1	0.3	2.599998	0.2927717	0.5294118

