scored	WPSize	time	distnace	score
0	0.3	2.86	0.748689	0

0	0.3	2.548	0.8663007	0

0	0.3	2.692	0.7745796	0

0	0.3	2.564	0.4293829	0

0	0.3	4.192	0.351364	0

0	0.3	2.556	0.6181077	0

1	0.3	3.956001	0.200459	0.02941176

0	0.3	2.547998	0.5429201	0.02941176

0	0.3	2.744001	0.4857895	0.02941176

1	0.3	2.576	0.2993578	0.05882353

0	0.3	2.643999	0.6956455	0.05882353

0	0.3	2.576	0.7408064	0.05882353

0	0.3	3.832001	0.518455	0.05882353

0	0.3	2.551998	0.488793	0.05882353

0	0.3	3.988003	0.3722698	0.05882353

0	0.3	2.556	0.3295831	0.05882353

1	0.3	2.771999	0.1581496	0.0882353

1	0.3	2.584	0.1640124	0.1176471

1	0.3	3.708	0.1160144	0.1470588

1	0.3	2.568001	0.1648932	0.1764706

0	0.3	2.736	1.225415	0.1764706

1	0.3	2.556004	0.1354726	0.2058824

0	0.3	2.647995	0.7863547	0.2058824

0	0.3	2.576004	0.7126028	0.2058824

1	0.3	3.807999	0.2709012	0.2352941

1	0.3	2.559998	0.07596508	0.2647059

1	0.3	3.852005	0.2904826	0.2941177

0	0.3	2.584	0.4736636	0.2941177

1	0.3	2.776001	0.1974132	0.3235294

0	0.3	2.591995	0.857045	0.3235294

0	0.3	2.652	0.3789911	0.3235294

0	0.3	2.592003	0.3018668	0.3235294

1	0.3	3.751999	0.2552976	0.3529412

1	0.3	2.552002	0.1859505	0.3823529

