scored	WPSize	time	distnace	score
1	6	2.86	1.25064	0.02941176

1	6	2.576	1.515414	0.05882353

1	6	3.612	1.397148	0.0882353

1	6	2.552	1.129442	0.1176471

1	6	2.688001	1.20892	0.1470588

1	6	2.584001	2.154339	0.1764706

1	6	2.608	4.217703	0.2058824

1	6	2.563999	2.014577	0.2352941

1	6	3.536001	0.5447055	0.2647059

1	6	2.567999	2.444692	0.2941177

1	6	3.488001	2.138033	0.3235294

1	6	2.584	3.515996	0.3529412

1	6	3.408001	1.516626	0.3823529

1	6	2.596001	3.379782	0.4117647

1	6	2.627998	0.4431465	0.4411765

1	6	2.568001	2.417971	0.4705882

1	6	2.599998	0.0874448	0.5

1	6	2.556004	0.9862274	0.5294118

1	6	2.651997	1.316893	0.5588236

1	6	2.568001	2.022421	0.5882354

1	6	2.676003	0.3930862	0.6176472

1	6	2.615997	3.19784	0.647059

1	6	3.464001	3.734965	0.6764708

1	6	2.612	2.863506	0.7058825

1	6	3.476006	0.2384546	0.7352943

1	6	2.551994	0.6273472	0.7647061

1	6	2.748001	0.1267038	0.7941179

1	6	2.588005	1.284875	0.8235297

1	6	2.655998	3.315798	0.8529415

1	6	2.556	1.897844	0.8823533

1	6	3.575996	0.9131535	0.9117651

1	6	2.556	1.323895	0.9411769

1	6	3.612	1.367817	0.9705887

1	6	2.556	1.034982	1

