scored	WPSize	time	distnace	score
0	0.3	2.864	0.3087766	0

1	0.3	2.552	0.03987198	0.02941176

1	0.3	2.648	0.1838214	0.05882353

1	0.3	2.552	0.2207569	0.0882353

1	0.3	3.856001	0.1804186	0.1176471

1	0.3	2.547999	0.09677615	0.1470588

1	0.3	3.892	0.2394658	0.1764706

0	0.3	2.552	0.5350702	0.1764706

1	0.3	2.744001	0.1479254	0.2058824

1	0.3	2.571999	0.07040671	0.2352941

0	0.3	4.044001	0.3676414	0.2352941

1	0.3	2.580002	0.1945091	0.2647059

1	0.3	2.739998	0.117831	0.2941177

0	0.3	2.572002	0.5793356	0.2941177

1	0.3	3.907997	0.1510335	0.3235294

1	0.3	2.548	0.07594828	0.3529412

1	0.3	2.656002	0.09639267	0.3823529

0	0.3	2.560001	0.3348197	0.3823529

1	0.3	3.891998	0.202947	0.4117647

1	0.3	2.563999	0.2740714	0.4411765

1	0.3	2.672001	0.09886538	0.4705882

0	0.3	2.551998	0.3987796	0.4705882

1	0.3	2.751999	0.2518395	0.5

1	0.3	2.576004	0.01936728	0.5294118

1	0.3	3.828003	0.2741489	0.5588236

0	0.3	2.575996	0.3090452	0.5588236

1	0.3	3.959999	0.2010096	0.5882354

0	0.3	2.568001	0.5447288	0.5882354

1	0.3	3.792	0.2487908	0.6176472

0	0.3	2.552002	0.4449875	0.6176472

0	0.3	2.779999	0.6303549	0.6176472

1	0.3	2.564003	0.07051131	0.647059

1	0.3	2.652	0.217626	0.6764708

1	0.3	2.551994	0.2918652	0.7058825

