scored	WPSize	time	distnace	score
1	0.3	2.868	0.2347796	0.02941176

1	0.3	2.552	0.0820623	0.05882353

1	0.3	2.648001	0.2553105	0.0882353

1	0.3	2.568	0.04730165	0.1176471

0	0.3	2.716	0.3686288	0.1176471

1	0.3	2.564	0.1426497	0.1470588

1	0.3	3.824001	0.2899221	0.1764706

1	0.3	2.576	0.008356859	0.2058824

0	0.3	4.16	0.6605726	0.2058824

0	0.3	2.567999	0.6578158	0.2058824

0	0.3	2.784	0.3921366	0.2058824

1	0.3	2.584002	0.0462187	0.2352941

0	0.3	2.639999	0.5097458	0.2352941

1	0.3	2.563999	0.133919	0.2647059

0	0.3	4.063999	0.5346379	0.2647059

1	0.3	2.572002	0.1447377	0.2941177

0	0.3	4.060001	0.3288182	0.2941177

1	0.3	2.556	0.03229703	0.3235294

1	0.3	3.812	0.1554941	0.3529412

0	0.3	2.551998	0.4945072	0.3529412

0	0.3	2.736	0.3410102	0.3529412

1	0.3	2.552002	0.2029211	0.3823529

1	0.3	3.903999	0.2137783	0.4117647

0	0.3	2.564003	0.6782871	0.4117647

0	0.3	2.647995	0.5299407	0.4117647

0	0.3	2.556	0.3916599	0.4117647

1	0.3	2.751999	0.2203682	0.4411765

0	0.3	2.576004	0.3397914	0.4411765

1	0.3	3.800003	0.2649829	0.4705882

1	0.3	2.547997	0.2963695	0.5

0	0.3	2.639999	0.3248748	0.5

0	0.3	2.552002	0.3224531	0.5

1	0.3	3.875999	0.2221946	0.5294118

1	0.3	2.564003	0.07418909	0.5588236

