Time	Trigger	autoControlCoef	UserInput	UserInput	UserInput	UserInput	AutoInput	AutoInput	AutoInput	AutoInput	CombinedInput	CombinedInput	CombinedInput	CombinedInput	DiffHumanAuto	DiffHumanAuto	CurrentPos	CurrentPos	CurrentPos	TargetPos	TargetPos	TargetPos	
0	0	1	0	0.05407941	1	0.6	-0.0008768979	0.05311328	0	0.6	0	8.117319	0	12	0.07912925	0.5407941	-840.5125	381	508.7144	-852.2344	381	481.0992	
0.004	1	1	0	0.05407941	1	0.6	0	0.05241455	0	0.6	0	8.122726	0	12	0.05934694	0.9465422	-840.5125	380.9998	508.7143	-852.2344	381	481.0992	
0.008	0	1	0	0.05407941	1	0.6	0	0.0519143	0	0.6	0.001692073	9.306078	0	12	0.0445102	1.251158	-840.5125	380.9995	508.7142	-852.2344	381	481.0992	
0.012	0	1	0	0.05407941	1	0.6	0	0.05156324	0	0.6	0.001789042	9.901034	0	12	0.03338265	1.480078	-840.5126	380.9991	508.7141	-852.2344	381	481.0992	
0.016	0	1	0	0.05407941	1	0.6	-0.0008761663	0.05132855	0	0.6	0.001915587	10.49599	0	12	0.1041662	1.652409	-840.5127	380.9984	508.7138	-852.2344	381	481.0992	
0.02	0	1	0	0.05407941	1	0.6	0	0.0511813	0	0.6	0.002066819	11.09066	0	12	0.07812468	1.782451	-840.5129	380.9977	508.7134	-852.2344	381	481.0992	
0.024	0	1	0	0.05407941	1	0.6	0	0.05110242	0	0.6	0.002239542	11.68475	0	12	0.05859351	1.880928	-840.5131	380.9967	508.7129	-852.2344	381	481.0992	
0.028	0	1	0	0.05407941	1	0.6	0	0.05107783	0	0.6	0.002436396	12.27789	0	12	0.04394513	1.955885	-840.5134	380.9956	508.7122	-852.2344	381	481.0992	
0.032	0	1	0	0.05407941	1	0.6	0	0.05109708	0	0.6	0.002658718	12.86972	0	12	0.03295885	2.013353	-840.5138	380.9944	508.7114	-852.2344	381	481.0992	
0.036	0	1	0	0.05407941	1	0.6	0	0.05115241	0	0.6	0.002907039	13.45984	0	12	0.02471914	2.057859	-840.5142	380.993	508.7103	-852.2344	381	481.0992	
0.04	0	1	0	0.05407941	1	0.6	-0.0008763561	0.05123802	0	0.6	0.00315747	14.04783	0	12	0.0976686	2.092794	-840.5148	380.9914	508.7091	-852.2344	381	481.0992	
0.044	0	1	0	0.05407941	1	0.6	-0.0008747593	0.05134961	0	0.6	0.003448463	14.63325	0	12	0.1523807	2.120704	-840.5154	380.9897	508.7077	-852.2344	381	481.0992	
0.048	0	1	0	0.05407941	1	0.6	0	0.05148393	0	0.6	0.003733877	15.21568	0	12	0.1142855	2.143499	-840.5161	380.9878	508.706	-852.2344	381	481.0992	
0.052	0	1	0	0.05407941	1	0.6	0	0.05163855	0	0.6	0.003992227	15.79468	0	12	0.08571415	2.162609	-840.5168	380.9858	508.7042	-852.2344	381	481.0992	
0.056	0	1	0	0.05407941	1	0.6	0	0.05181165	0	0.6	0.004300213	16.3698	0	12	0.06428561	2.179108	-840.5178	380.9836	508.7021	-852.2344	381	481.0992	
0.06	0	1	0	0.05407941	1	0.6	0	0.05200186	0	0.6	0.004586796	16.94061	0	12	0.0482142	2.193802	-840.5187	380.9813	508.6997	-852.2344	381	481.0992	
0.064	0	1	0	0.05407941	1	0.6	0	0.05220814	0	0.6	0.004895144	17.50668	0	12	0.03616066	2.207294	-840.5198	380.9789	508.6971	-852.2344	381	481.0992	
0.068	0	1	0	0.05407941	1	0.6	0	0.0524297	0	0.6	0.005200833	18.0676	0	12	0.02712049	2.220038	-840.5211	380.9762	508.6943	-852.2344	381	481.0992	
