scored	WPSize	time	distnace	score
1	0.3	2.86	0.2934998	0.02941176

1	0.3	2.548	0.2047201	0.05882353

0	0.3	2.648	0.4344794	0.05882353

0	0.3	2.639999	0.3578109	0.05882353

0	0.3	3.748	0.4236175	0.05882353

0	0.3	2.668001	0.6660333	0.05882353

1	0.3	3.732	0.1418249	0.0882353

0	0.3	2.664	1.439154	0.0882353

0	0.3	2.743999	0.7344226	0.0882353

0	0.3	2.636	0.5926496	0.0882353

0	0.3	3.756001	0.4636843	0.0882353

1	0.3	2.560001	0.1893144	0.1176471

0	0.3	2.767998	0.4452419	0.1176471

0	0.3	2.628002	3.975867	0.1176471

0	0.3	3.664001	2.215274	0.1176471

0	0.3	2.688	0.740674	0.1176471

0	0.3	2.703999	10.94512	0.1176471

1	0.3	2.695999	0.2881408	0.1470588

0	0.3	4.260002	0.3681148	0.1470588

0	0.3	2.68	0.9821196	0.1470588

0	0.3	2.644001	0.4148702	0.1470588

1	0.3	2.568001	0.1821989	0.1764706

0	0.3	2.736	1.008402	0.1764706

0	0.3	2.731995	0.7153888	0.1764706

0	0.3	3.752007	0.5214124	0.1764706

0	0.3	2.571999	0.3818378	0.1764706

0	0.3	4.043999	0.5102724	0.1764706

1	0.3	2.564003	0.2923588	0.2058824

1	0.3	3.919998	0.2825878	0.2352941

0	0.3	2.627998	0.5206434	0.2352941

0	0.3	2.639999	7.838028	0.2352941

0	0.3	2.660004	0.4306172	0.2352941

0	0.3	2.587997	8.240438	0.2352941

1	0.3	2.608002	0.1232563	0.2647059

