scored	WPSize	time	distnace	score
1	0.3	2.868	0.08959539	0.02941176

1	0.3	2.548	0.1322741	0.05882353

1	0.3	2.648	0.1139334	0.0882353

0	0.3	2.552	0.3472335	0.0882353

1	0.3	3.900001	0.2911308	0.1176471

0	0.3	2.592001	0.3777045	0.1176471

0	0.3	4.455999	0.945031	0.1176471

1	0.3	2.587999	0.1350261	0.1470588

0	0.3	2.720001	0.5754669	0.1470588

1	0.3	2.563999	0.2577591	0.1764706

0	0.3	2.66	0.4786418	0.1764706

0	0.3	2.563999	0.4987791	0.1764706

1	0.3	3.84	0.1719642	0.2058824

0	0.3	2.560001	0.3607478	0.2058824

1	0.3	3.832001	0.2681812	0.2352941

1	0.3	2.556	0.2292562	0.2647059

1	0.3	2.751999	0.1596375	0.2941177

1	0.3	2.560001	0.2364856	0.3235294

0	0.3	3.916	0.3499185	0.3235294

0	0.3	2.563999	0.3010992	0.3235294

0	0.3	2.724003	0.7361646	0.3235294

1	0.3	2.556	0.06702159	0.3529412

1	0.3	2.667999	0.1852109	0.3823529

1	0.3	2.552002	0.2382285	0.4117647

0	0.3	3.787994	0.5869376	0.4117647

0	0.3	2.588005	0.3038836	0.4117647

0	0.3	4.007996	0.4111846	0.4117647

1	0.3	2.564003	0.1619736	0.4411765

1	0.3	2.736	0.2560413	0.4705882

1	0.3	2.556	0.09625652	0.5

1	0.3	2.652	0.07001144	0.5294118

1	0.3	2.564003	0.2520371	0.5588236

0	0.3	3.827995	0.3059809	0.5588236

1	0.3	2.572006	0.2269773	0.5882354

