scored	WPSize	time	distnace	score
1	6	2.864	0.3777703	0.02941176

1	6	2.548	0.4302355	0.05882353

1	6	2.644001	1.321317	0.0882353

1	6	2.556	0.2884591	0.1176471

1	6	2.724	0.4654804	0.1470588

1	6	2.564	1.058068	0.1764706

1	6	3.616	0.2229457	0.2058824

1	6	2.552	0.1419139	0.2352941

1	6	3.784	0.3309739	0.2647059

1	6	2.564001	0.7354352	0.2941177

1	6	2.743999	0.6212834	0.3235294

1	6	2.559999	0.6738033	0.3529412

1	6	2.639999	0.3159721	0.3823529

1	6	2.552002	0.4681902	0.4117647

1	6	3.675999	0.2737142	0.4411765

1	6	2.552002	0.8013493	0.4705882

1	6	3.66	0.5902164	0.5

1	6	2.556	0.5105711	0.5294118

1	6	3.716	0.5561153	0.5588236

1	6	2.580002	0.301528	0.5882354

1	6	2.723999	0.4454527	0.6176472

1	6	2.556	0.4364885	0.647059

1	6	3.688	0.1856465	0.6764708

1	6	2.548004	0.1266285	0.7058825

1	6	2.651993	0.1821089	0.7352943

1	6	2.580002	0.3940062	0.7647061

1	6	2.744003	0.4576873	0.7941179

1	6	2.547997	0.5690615	0.8235297

1	6	3.684006	0.1437193	0.8529415

1	6	2.551994	0.3483586	0.8823533

1	6	2.644005	0.5880302	0.9117651

1	6	2.563995	0.4658459	0.9411769

1	6	3.732002	0.6242521	0.9705887

1	6	2.568001	0.273758	1

