0	BASELINE	-852.2344	381	481.0992
0	BASELINE	-863.9563	381	453.4841
4	LEFT	-848.0631	381	414.147
0	BASELINE	-836.825	381	386.3315
1	UP	-825.5868	391	358.5159
0	BASELINE	-814.3486	391	330.7004
3	RIGHT	-830.926	391	291.6467
0	BASELINE	-842.6479	391	264.0316
2	DOWN	-854.3698	381	236.4164
0	BASELINE	-866.0917	381	208.8013
1	UP	-877.8137	391	181.1861
0	BASELINE	-889.5356	391	153.571
4	LEFT	-873.6424	391	114.2339
0	BASELINE	-862.4042	391	86.41837
3	RIGHT	-878.9816	391	47.36466
0	BASELINE	-890.7035	391	19.74952
2	DOWN	-902.4254	381	-7.865623
0	BASELINE	-914.1473	381	-35.48077
4	LEFT	-898.2542	381	-74.81786
0	BASELINE	-887.016	381	-102.6334
1	UP	-875.7778	391	-130.4489
0	BASELINE	-864.5397	391	-158.2644
2	DOWN	-853.3015	381	-186.0799
0	BASELINE	-842.0634	381	-213.8955
3	RIGHT	-858.6407	381	-252.9492
0	BASELINE	-870.3626	381	-280.5643
2	DOWN	-882.0845	371	-308.1795
0	BASELINE	-893.8065	371	-335.7946
3	RIGHT	-933.1436	371	-351.6878
0	BASELINE	-960.9591	371	-362.926
1	UP	-988.7747	381	-374.1642
0	BASELINE	-1016.59	381	-385.4024
4	LEFT	-1033.168	381	-424.4561
0	BASELINE	-1044.89	381	-452.0712
4	LEFT	-1028.996	381	-491.4083
0	BASELINE	-1017.758	381	-519.2239
3	RIGHT	-1034.336	381	-558.2776
0	BASELINE	-1046.057	381	-585.8927
2	DOWN	-1057.779	371	-613.5078
0	BASELINE	-1069.501	371	-641.1229
1	UP	-1081.223	381	-668.738
0	BASELINE	-1092.945	381	-696.3531
