scored	WPSize	time	distnace	score
1	6	2.86	1.261523	0.02380952

1	6	2.548	3.324747	0.04761905

1	6	2.568	1.209795	0.07142857

0	6	2.66	6.706202	0.07142857

1	6	3.208	1.957052	0.0952381

1	6	2.592	3.643329	0.1190476

1	6	3.436001	1.865561	0.1428571

1	6	2.571999	0.8789942	0.1666667

1	6	2.628	3.466267	0.1904762

1	6	2.596001	1.113245	0.2142857

1	6	2.624001	3.014581	0.2380952

1	6	2.615999	2.747994	0.2619048

1	6	3.448002	0.61007	0.2857143

1	2	2.548	0.9736392	0.3095238

1	2	3.756001	0.4183955	0.3333333

1	2	2.551998	1.439228	0.3571429

1	2	2.612	0.7590673	0.3809524

1	2	2.552002	0.4957135	0.4047619

1	2	2.68	1.799092	0.4285714

1	2	2.556	1.770522	0.452381

1	2	2.599998	0.5968351	0.4761905

1	2	2.544003	0.7993402	0.5

1	2	3.608002	0.8602793	0.5238096

1	2	2.551994	1.157832	0.5476191

1	2	3.624001	0.4768478	0.5714287

1	2	2.548004	1.343463	0.5952382

1	0.3	3.655998	0.1488455	0.6190478

1	0.3	2.571999	0.1016405	0.6428573

1	0.3	3.816002	0.277404	0.6666669

1	0.3	2.648003	0.2792043	0.6904764

0	0.3	2.695999	1.724566	0.6904764

1	0.3	2.571999	0.0756983	0.714286

1	0.3	2.744003	0.1678407	0.7380955

1	0.3	2.556	0.04520506	0.7619051

1	0.3	2.751999	0.294804	0.7857146

1	0.3	2.575996	0.1785567	0.8095242

1	0.3	2.667999	0.2609472	0.8333337

1	0.3	2.572006	0.116042	0.8571433

1	0.3	3.776001	0.2695114	0.8809528

1	0.3	2.559998	0.2137278	0.9047624

1	0.3	3.764	0.08680243	0.9285719

1	0.3	2.559998	0.2104978	0.9523815

