scored	WPSize	time	distnace	score
1	0.3	2.872	0.008260658	0.02941176

0	0.3	2.552	0.5823521	0.02941176

0	0.3	2.676	1.859012	0.02941176

0	0.3	2.612	1.534223	0.02941176

0	0.3	2.736	2.441531	0.02941176

0	0.3	2.572	0.8129876	0.02941176

0	0.3	4.252001	1.650945	0.02941176

0	0.3	2.66	2.226736	0.02941176

0	0.3	4.128	6.364502	0.02941176

1	0.3	2.584	0.1903921	0.05882353

0	0.3	2.792	1.197867	0.05882353

0	0.3	2.624001	3.617115	0.05882353

0	0.3	2.672001	2.251085	0.05882353

0	0.3	2.584	0.8321754	0.05882353

0	0.3	4.448002	4.696421	0.05882353

0	0.3	2.615997	0.7035074	0.05882353

0	0.3	3.756001	1.717176	0.05882353

0	0.3	2.592003	2.400078	0.05882353

0	0.3	3.899998	0.3075356	0.05882353

0	0.3	2.695999	6.568782	0.05882353

0	0.3	2.716003	1.349599	0.05882353

0	0.3	2.576	0.3974324	0.05882353

0	0.3	8.251999	15.69212	0.05882353

0	0.3	2.804001	3.018656	0.05882353

0	0.3	2.683998	0.3319861	0.05882353

0	0.3	2.587997	0.365165	0.05882353

0	0.3	2.800003	1.084867	0.05882353

0	0.3	2.692001	7.704177	0.05882353

0	0.3	3.227997	0.6798132	0.05882353

0	0.3	2.696007	1.092226	0.05882353

0	0.3	2.631996	2.906467	0.05882353

1	0.3	2.552002	0.2070774	0.0882353

0	0.3	4.363998	8.780039	0.0882353

1	0.3	2.639999	0.1912008	0.1176471

