scored	WPSize	time	distnace	score
0	0.3	2.876	0.760655	0

0	0.3	2.564	0.7435571	0

0	0.3	2.644001	0.498721	0

0	0.3	2.592	1.335104	0

0	0.3	4.024	1.522742	0

0	0.3	2.587999	0.9129604	0

0	0.3	3.728001	1.092161	0

0	0.3	2.584	0.9530854	0

0	0.3	2.784	2.024135	0

1	0.3	2.556	0.1972896	0.02941176

0	0.3	2.656	1.318891	0.02941176

0	0.3	2.596001	1.925867	0.02941176

0	0.3	4.688	13.15574	0.02941176

0	0.3	2.808002	1.185205	0.02941176

0	0.3	3.584	0.3867565	0.02941176

1	0.3	2.571999	0.2648554	0.05882353

0	0.3	3.015999	2.927258	0.05882353

0	0.3	2.868004	4.116863	0.05882353

0	0.3	4.48	7.584913	0.05882353

0	0.3	2.615997	1.490538	0.05882353

0	0.3	2.784	1.725866	0.05882353

0	0.3	2.596001	1.642874	0.05882353

0	0.3	2.772003	1.400398	0.05882353

0	0.3	2.683998	1.500824	0.05882353

0	0.3	3.636002	0.3167552	0.05882353

0	0.3	2.552002	1.347437	0.05882353

0	0.3	3.823997	0.5555885	0.05882353

0	0.3	2.584	1.503505	0.05882353

0	0.3	2.776001	0.5824389	0.05882353

0	0.3	2.584	1.684068	0.05882353

0	0.3	2.732002	3.80846	0.05882353

0	0.3	2.639999	0.9650217	0.05882353

1	0.3	3.596001	0.1000773	0.0882353

1	0.3	2.556	0.08312704	0.1176471

