scored	WPSize	time	distnace	score
0	0.3	2.86	0.3627903	0

0	0.3	2.568	0.6835536	0

0	0.3	2.808	1.110005	0

0	0.3	2.572001	0.8478368	0

0	0.3	2.6	6.246227	0

0	0.3	2.576	1.343328	0

0	0.3	3.771999	0.700668	0

0	0.3	2.572001	0.8938892	0

0	0.3	3.844	1.078591	0

0	0.3	2.560001	0.4659966	0

0	0.3	4.540001	12.53051	0

0	0.3	2.792	0.8549311	0

0	0.3	3.596001	2.141274	0

1	0.3	2.563999	0.2091367	0.02941176

0	0.3	2.739998	0.7460813	0.02941176

0	0.3	2.624001	4.707798	0.02941176

0	0.3	2.68	1.412239	0.02941176

0	0.3	2.580002	1.06321	0.02941176

0	0.3	3.751999	3.351785	0.02941176

0	0.3	2.608002	0.5346063	0.02941176

0	0.3	2.739998	4.459193	0.02941176

0	0.3	2.588001	1.033098	0.02941176

0	0.3	2.643997	3.680679	0.02941176

0	0.3	2.608002	4.188486	0.02941176

0	0.3	3.452003	0.8956962	0.02941176

0	0.3	2.563995	1.699839	0.02941176

0	0.3	2.695999	1.959956	0.02941176

0	0.3	2.564003	0.4832753	0.02941176

0	0.3	4.248001	5.591796	0.02941176

0	0.3	2.612	0.3453205	0.02941176

0	0.3	2.907997	1.84628	0.02941176

0	0.3	2.660004	4.169173	0.02941176

0	0.3	3.444	0.7459878	0.02941176

0	0.3	2.575996	0.3585956	0.02941176

