scored	WPSize	time	distnace	score
1	6	2.864	0.1365916	0.02941176

1	6	2.544	0.5554543	0.05882353

1	6	2.584	2.862331	0.0882353

1	6	2.556	1.941798	0.1176471

1	6	3.612	1.042711	0.1470588

1	6	2.547999	0.7173551	0.1764706

1	6	3.724001	0.9692419	0.2058824

1	6	2.591999	3.49556	0.2352941

1	6	2.636002	1.919193	0.2647059

1	6	2.559999	0.9637358	0.2941177

1	6	2.584	2.435636	0.3235294

1	6	2.552002	1.453311	0.3529412

1	6	3.619999	0.7344618	0.3823529

1	6	2.552002	1.183608	0.4117647

1	6	3.643997	1.453838	0.4411765

1	6	2.556	0.30754	0.4705882

1	6	2.692001	1.352124	0.5

1	6	2.563999	0.9093742	0.5294118

1	6	3.672001	0.8434965	0.5588236

1	6	2.552002	0.5690033	0.5882354

1	6	2.719997	1.221511	0.6176472

1	6	2.556	0.9800227	0.647059

1	6	2.588005	2.381055	0.6764708

1	6	2.568001	2.659232	0.7058825

1	6	3.467995	0.7099707	0.7352943

1	6	2.568001	1.187967	0.7647061

1	6	3.580002	0.4385432	0.7941179

1	6	2.547997	0.8314959	0.8235297

1	6	2.700005	2.627041	0.8529415

1	6	2.559998	1.644409	0.8823533

1	6	2.568001	2.967926	0.9117651

1	6	2.552002	1.864387	0.9411769

1	6	3.584	0.6167668	0.9705887

1	6	2.592003	0.3113389	1

