scored	WPSize	time	distnace	score
1	0.3	2.864	0.1612231	0.02941176

1	0.3	2.544	0.2746213	0.05882353

0	0.3	2.664	1.528914	0.05882353

1	0.3	2.536	0.1821669	0.0882353

0	0.3	2.743999	0.3728172	0.0882353

1	0.3	2.628	0.03284339	0.1176471

1	0.3	3.832	0.2369954	0.1470588

1	0.3	2.604	0.09287813	0.1764706

1	0.3	3.752001	0.2164238	0.2058824

1	0.3	2.559999	0.2280812	0.2352941

1	0.3	2.752001	0.1433476	0.2647059

1	0.3	2.587999	0.2458454	0.2941177

0	0.3	2.639999	0.7178119	0.2941177

1	0.3	2.568001	0.2478906	0.3235294

1	0.3	3.936001	0.1161379	0.3529412

1	0.3	2.568001	0.2956468	0.3823529

1	0.3	3.764	0.1052155	0.4117647

1	0.3	2.548	0.2395597	0.4411765

1	0.3	3.880001	0.04298804	0.4705882

0	0.3	2.579998	0.3953609	0.4705882

0	0.3	2.788002	0.6561177	0.4705882

0	0.3	2.652	0.8190597	0.4705882

0	0.3	3.855995	0.3512215	0.4705882

0	0.3	2.596001	0.3480963	0.4705882

0	0.3	2.668007	0.4563515	0.4705882

1	0.3	2.595993	0.2438429	0.5

0	0.3	2.780006	0.4164629	0.5

0	0.3	2.719994	7.982038	0.5

0	0.3	3.240005	0.3794379	0.5

1	0.3	2.563995	0.2559361	0.5294118

0	0.3	2.660004	6.06161	0.5294118

1	0.3	2.584	0.1794199	0.5588236

1	0.3	3.807999	0.1842185	0.5882354

1	0.3	2.548004	0.2305812	0.6176472

