scored	WPSize	time	distnace	score
1	0.3	2.868	0.01726427	0.02941176

1	0.3	2.548	0.0589136	0.05882353

1	0.3	2.656	0.05134239	0.0882353

1	0.3	2.556	0.148013	0.1176471

0	0.3	4.168	0.3086219	0.1176471

0	0.3	2.584001	0.3640552	0.1176471

0	0.3	4.332001	0.7649201	0.1176471

1	0.3	2.591999	0.2257921	0.1470588

1	0.3	2.812	0.06376857	0.1764706

1	0.3	2.576	0.03213733	0.2058824

1	0.3	2.647999	0.06864272	0.2352941

1	0.3	2.556	0.1938254	0.2647059

0	0.3	4.18	0.7565071	0.2647059

1	0.3	2.592003	0.2972979	0.2941177

1	0.3	3.708	0.1588592	0.3235294

1	0.3	2.556	0.2078166	0.3529412

0	0.3	2.728001	0.3060393	0.3529412

1	0.3	2.576	0.1327022	0.3823529

0	0.3	4.028	1.284002	0.3823529

1	0.3	2.571999	0.08544584	0.4117647

0	0.3	3.124001	2.263335	0.4117647

1	0.3	2.640003	0.264152	0.4411765

0	0.3	2.771996	0.6732424	0.4411765

0	0.3	2.903999	1.076478	0.4411765

1	0.3	3.564003	0.0380118	0.4705882

1	0.3	2.552002	0.09645596	0.5

0	0.3	3.984001	0.413992	0.5

1	0.3	2.571999	0.09275428	0.5294118

1	0.3	2.771996	0.2950071	0.5588236

0	0.3	2.656006	1.180177	0.5588236

0	0.3	2.68	0.4314477	0.5588236

1	0.3	2.584	0.1287356	0.5882354

0	0.3	4.112	11.28985	0.5882354

1	0.3	2.723999	0.2957835	0.6176472

