scored	WPSize	time	distnace	score
1	0.3	2.868	0.2069487	0.02941176

1	0.3	2.548	0.1287169	0.05882353

1	0.3	2.668	0.1258833	0.0882353

0	0.3	2.584	0.333278	0.0882353

0	0.3	4.240001	0.4062997	0.0882353

1	0.3	2.556	0.2515027	0.1176471

1	0.3	3.852001	0.2504908	0.1470588

0	0.3	2.563999	0.5685844	0.1470588

1	0.3	2.771999	0.144873	0.1764706

1	0.3	2.584002	0.2264383	0.2058824

0	0.3	2.656	0.9443387	0.2058824

1	0.3	2.551998	0.06402551	0.2352941

1	0.3	3.916	0.264152	0.2647059

1	0.3	2.548	0.204499	0.2941177

1	0.3	3.816002	0.03419463	0.3235294

0	0.3	2.571999	0.9095421	0.3235294

1	0.3	2.748001	0.2808369	0.3529412

0	0.3	2.568001	0.3844516	0.3529412

1	0.3	3.927998	0.1799368	0.3823529

1	0.3	2.564003	0.2923777	0.4117647

0	0.3	2.779999	0.5424125	0.4117647

1	0.3	2.627998	0.07874773	0.4411765

0	0.3	2.599998	5.364338	0.4411765

1	0.3	2.568001	0.1410332	0.4705882

0	0.3	4.028	0.3671799	0.4705882

1	0.3	2.580002	0.2365208	0.5

0	0.3	4.588005	0.8155852	0.5

0	0.3	2.615997	0.6493179	0.5

0	0.3	2.795998	0.3716143	0.5

0	0.3	2.723999	3.217724	0.5

0	0.3	2.672005	0.7191349	0.5

1	0.3	2.584	0.1255323	0.5294118

1	0.3	3.776001	0.2685536	0.5588236

1	0.3	2.587997	0.1334584	0.5882354

