scored	WPSize	time	distnace	score
1	6	2.864	0.2098473	0.02941176

1	6	2.548	0.3916984	0.05882353

1	6	2.696001	1.296074	0.0882353

1	6	2.564	0.4059038	0.1176471

1	6	2.587999	3.468848	0.1470588

1	6	2.548	1.192382	0.1764706

1	6	3.668001	0.3332556	0.2058824

1	6	2.563999	0.8433279	0.2352941

1	6	3.736	1.271667	0.2647059

1	6	2.608	0.245949	0.2941177

1	6	3.632002	0.3475523	0.3235294

1	6	2.584	1.94921	0.3529412

1	6	3.807999	1.265066	0.3823529

1	6	2.556	0.1891979	0.4117647

1	6	2.664001	3.265334	0.4411765

1	6	2.563999	1.001665	0.4705882

1	6	2.572002	4.128198	0.5

1	6	2.551998	0.6140593	0.5294118

1	6	3.732002	0.7861827	0.5588236

1	6	2.563999	0.326113	0.5882354

1	6	2.655998	2.65168	0.6176472

1	6	2.564003	0.8957151	0.647059

1	6	2.571995	3.380381	0.6764708

1	6	2.556007	0.8765513	0.7058825

1	6	3.659996	0.4643981	0.7352943

1	6	2.564003	1.715847	0.7647061

1	6	2.599998	0.9203721	0.7941179

1	6	2.552002	1.436838	0.8235297

1	6	3.579994	0.4205725	0.8529415

1	6	2.548004	0.2231206	0.8823533

1	6	2.736	0.6690698	0.9117651

1	6	2.584	2.049361	0.9411769

1	6	3.515999	0.2085302	0.9705887

1	6	2.556	0.319654	1

