scored	WPSize	time	distnace	score
1	0.3	2.86	0.1994012	0.02941176

0	0.3	2.552	0.3992015	0.02941176

1	0.3	2.844	0.2886914	0.05882353

0	0.3	2.62	0.7293358	0.05882353

1	0.3	2.696	0.2402657	0.0882353

0	0.3	2.708	0.3515006	0.0882353

0	0.3	4.204	0.3157046	0.0882353

1	0.3	2.612	0.2555093	0.1176471

1	0.3	4.02	0.1965907	0.1470588

0	0.3	2.672001	0.3275256	0.1470588

0	0.3	3.616001	0.4187003	0.1470588

1	0.3	2.571999	0.2821509	0.1764706

0	0.3	3.855999	0.5940902	0.1764706

1	0.3	2.580002	0.2532634	0.2058824

1	0.3	2.804001	0.2368551	0.2352941

1	0.3	2.567997	0.2633886	0.2647059

0	0.3	2.644001	0.4853526	0.2647059

1	0.3	2.584	0.08822864	0.2941177

0	0.3	3.84	0.4342523	0.2941177

0	0.3	2.696003	1.279123	0.2941177

0	0.3	2.883999	1.21921	0.2941177

1	0.3	2.600002	0.2083738	0.3235294

0	0.3	2.695999	2.24353	0.3235294

1	0.3	2.571999	0.1622544	0.3529412

1	0.3	4	0.2386982	0.3823529

0	0.3	2.655998	0.4658908	0.3823529

0	0.3	2.644005	8.946768	0.3823529

0	0.3	2.619995	0.5159633	0.3823529

1	0.3	4.048004	0.2362118	0.4117647

0	0.3	2.603996	1.272932	0.4117647

1	0.3	2.760002	0.2085855	0.4411765

1	0.3	2.627998	0.22862	0.4705882

1	0.3	3.776001	0.1953266	0.5

1	0.3	2.552002	0.2180565	0.5294118

