scored	WPSize	time	distnace	score
1	6	2.868	0.7751278	0.02941176

1	6	2.548	0.8197869	0.05882353

1	6	2.58	3.656962	0.0882353

1	6	2.544001	2.520733	0.1176471

1	6	2.62	2.861571	0.1470588

1	6	2.604	5.851749	0.1764706

1	6	3.311999	3.492019	0.2058824

1	6	2.568001	3.553164	0.2352941

1	6	3.808001	3.889028	0.2647059

1	6	2.552	4.11604	0.2941177

1	6	2.58	2.205689	0.3235294

1	6	2.564001	0.648728	0.3529412

0	6	2.559998	6.094865	0.3529412

1	6	2.576	4.700122	0.3823529

1	6	3.504002	3.685195	0.4117647

1	6	2.576	3.484598	0.4411765

1	6	3.472	1.870135	0.4705882

1	6	2.568001	3.595922	0.5

1	6	3.427998	1.773148	0.5294118

1	6	2.552002	2.31515	0.5588236

1	6	2.639999	3.433953	0.5882354

1	6	2.580002	0.3645287	0.6176472

1	6	3.671997	1.575437	0.647059

1	6	2.552002	0.6524274	0.6764708

1	6	2.580002	3.323193	0.7058825

1	6	2.552002	3.874192	0.7352943

1	6	2.587997	2.027715	0.7647061

1	6	2.599998	3.91715	0.7941179

1	6	3.384003	2.794607	0.8235297

1	6	2.547997	3.005373	0.8529415

1	6	2.568001	4.737961	0.8823533

1	6	2.571999	2.032791	0.9117651

1	6	3.544006	0.9054642	0.9411769

1	6	2.547997	1.31772	0.9705887

