scored	WPSize	time	distnace	score
1	0.3	2.864	0.2575766	0.02941176

1	0.3	2.548	0.1807517	0.05882353

1	0.3	2.66	0.05278864	0.0882353

0	0.3	2.564	0.346166	0.0882353

0	0.3	4.192	0.43342	0.0882353

0	0.3	2.728001	0.8430962	0.0882353

0	0.3	4.26	12.80412	0.0882353

1	0.3	2.771999	0.1513342	0.1176471

1	0.3	2.776001	0.2446742	0.1470588

0	0.3	2.595999	0.4298064	0.1470588

0	0.3	4.236002	1.309238	0.1470588

1	0.3	2.596001	0.04706091	0.1764706

0	0.3	2.764	0.4143716	0.1764706

1	0.3	2.576	0.1409955	0.2058824

1	0.3	3.911999	0.1790393	0.2352941

0	0.3	2.827999	1.072305	0.2352941

1	0.3	2.720001	0.1716661	0.2647059

0	0.3	2.588001	0.3597646	0.2647059

1	0.3	4.02	0.231504	0.2941177

0	0.3	2.599998	2.612081	0.2941177

1	0.3	2.619999	0.1572414	0.3235294

0	0.3	2.560001	0.399291	0.3235294

1	0.3	2.755997	0.1559631	0.3529412

1	0.3	2.588005	0.1355278	0.3823529

1	0.3	4.619995	0.2729096	0.4117647

0	0.3	2.668007	2.205841	0.4117647

0	0.3	3.903999	3.550882	0.4117647

0	0.3	2.559998	0.3959883	0.4117647

0	0.3	3.828003	0.4591902	0.4117647

1	0.3	2.659996	0.08044112	0.4411765

0	0.3	2.832001	0.7585539	0.4411765

0	0.3	2.723999	0.3698604	0.4411765

1	0.3	2.664001	0.133301	0.4705882

1	0.3	2.568001	0.1639795	0.5

